number,zeroes count,ones count,s,p-value,success
8E902D306C1FA4326DFBA3A1327EBC2FD5222DE43C5D67CFBD10F4DEEF8978AE,119,137,18,0.2605890342736178,PASS
737F74CD82E9F8FC74B3CFA2A737255D0E0C0DCA6AFBF2DE7D026D84FD4DCC3A,114,142,28,0.08011831372763423,PASS
89DC430F9F90BDB71AC0BF7DAEC22682B2AB0E8B3D079631A6F705C3C5F758E0,125,131,6,0.7076604666545525,PASS
53AEF29AA07B5D4DC8F6CD406C4298E1A60583DF624FEDFB59D43548860CC7CC,128,128,0,1.0,PASS
DDF737CDCE53E823573E2F6F9272EAF30AB4012B8DE9BD8267B322174B4083CB,121,135,14,0.38157390570502125,PASS
332AF0EC460924D2162CDAAB75757C58E1AD74675539129419BEE878CDA2EF39,128,128,0,1.0,PASS
C6612962E089BF064981197547F62FF4C9422A85C989DCDD793E5EC7A058B239,132,124,8,0.6170750774519738,PASS
A0F4B8C0890007B6254BDDE3CC792AEEF2F443C1EA1E07ACC240A6493F20F3AD,135,121,14,0.38157390570502125,PASS
A5BA9596DF43430AE772A1A9129FCFB5E2F144A4593CE111A9EA793649D937F6,123,133,10,0.5319710580974012,PASS
D0AB514A4631517F7108FA857638D0798A9A5332EB4ABCC1A73821D6B6BEE48A,132,124,8,0.6170750774519738,PASS
8895F872740A897FC2D27B56DC6668FDEA8BC5173848B8D674402DA01941D829,135,121,14,0.38157390570502125,PASS
19521035023DC035D53B494EF8499E2987DAC711A2E9C7E2E859EE8166329C54,137,119,18,0.2605890342736178,PASS
D696F4FE1E3E5C86EC331911F5BAA62380E0F37DB002945AD16345F9BCABD33A,124,132,8,0.6170750774519738,PASS
165841E4A15A699E94B63DFC869612F1E6D300CB6B78326B3A37D68D2AB65223,131,125,6,0.7076604666545525,PASS
381551FB617B5EE2DFBD4522FC24A9A81E65445E187CC4E2C9739394FEB9C90B,125,131,6,0.7076604666545525,PASS
96182CF7EC6F55C2C7FB4B00E5A28BF247357ECEC9E71E9ADCA0E8EAC831061B,124,132,8,0.6170750774519738,PASS
CF676F1CF421FC2E24C38E5010E2D343D93873096406C66746E1A13659B56CB,135,121,14,0.38157390570502125,PASS
986A9D9510350111D11D3A48E9EE9C37882E1A0D99134B4D23133D84C1CA5B0C,144,112,32,0.04550026389635853,PASS
E1E8B7CE5F136AED2FE774FC1A68802B67E29B287716C1ADCC9A5BBB6C5D14B0,120,136,16,0.31731050786291404,PASS
C25B47E1C6EBEBEEAFD040B02355F7A161BD7573E648CA3C3EE28D5CB6FA89CE,118,138,20,0.2112995473337106,PASS
7573DF5BF8C1B182C66E8B9784CC999DBDDDF77ACA471DB09DC08A5104DF6114,122,134,12,0.4532547047537365,PASS
EC572107B5CD8160D0529480D6A9699072B9A5A9178C4A11DF0ECF965F77E784,133,123,10,0.5319710580974012,PASS
F6DEB65440008C6735D3D51746F415EE387321586477B37512C5ADF3D0A82AC0,132,124,8,0.6170750774519738,PASS
EAE500FBC25C9BEF9F0D80DBAD0BA399CD92D16B893C9FE76576B6059BC99DDC,117,139,22,0.16913144470267139,PASS
57DEC92C9AC166A4D5E6C8034EB40F9BD6D622C38218CCB79E61F9BD5FE2C0A5,126,130,4,0.8025873486341526,PASS
B7B2B714C140AD5CA1DFD5FCBEA2622BFBAFD8C1449CC94211FA2C45EBB1FD5C,121,135,14,0.38157390570502125,PASS
4DB5E538D4D08D376C4BCBDF63D67AB65000CE9576FA05AF7662BBDB8F5FBEF0,113,143,30,0.060792723530522785,PASS
667FAA0023AFF9B92727AF087F9CA0DF49591F95C40122E0092E025F41B0801A,139,117,22,0.16913144470267139,PASS
C8E543B164F62B21264DE09580BD8B82B5B725B7EAD046896178208F48CDEE3C,135,121,14,0.38157390570502125,PASS
F4EB920459EFCEDF33AF4FC67101999EED54BF52E1943D309A31AE80BA3F61C2,122,134,12,0.4532547047537365,PASS
C68EA79779A57CF3B15F9B18BA07A4F09A2DE935D5E1C34249EEF525CD61AADE,118,138,20,0.2112995473337106,PASS
F164154987675122BED3BDEF5E0BC4AAEDB464BB139A582D2C3A9CE9D6654D3,125,131,6,0.7076604666545525,PASS
1E6F7474CEF05909F38FF966725B74FD6C64C9EA01C33D5616B50C97C38A7F63,119,137,18,0.2605890342736178,PASS
20B3C95FEA83E3B2F86665C1ABA62ABDC535C04CCD8203DBC78DA9D5BEB57991,124,132,8,0.6170750774519738,PASS
7A6DD443C0CC0BF273DD88F7ECF675F068396E8666C3A3FD95989B8097020C87,126,130,4,0.8025873486341526,PASS
74B663F3904EFDE1E125CBEFBCBA8715BC695EF134074B630F4E8148A5BA71BB,120,136,16,0.31731050786291404,PASS
2F05BD0A55E2BB657CE2694EBD382698E885BF5861E17EF7240D7A9CB4552779,123,133,10,0.5319710580974012,PASS
80107D7CB7595774D89B55A4E477062A49A8F295C85D507DC8A9095BED55B9FE,126,130,4,0.8025873486341526,PASS
21AAE9071062EED7B4E6B8C0C555298D1E3B6527EAC07BE2665E0F7833DE091A,130,126,4,0.8025873486341526,PASS
C5BB87F62C5BF57BAEC67BFDE3380EED53524AB4ADC640F2AB28BC8D94B63420,120,136,16,0.31731050786291404,PASS
8F3CAA77A001BA45BCE10888AF17492E789DE582AA2FA155A8BDAD944B85279F,131,125,6,0.7076604666545525,PASS
2477F1DDE1D8942105830165BAECE59B7F7CC98CBF0751F5E2379FA28F04140,130,126,4,0.8025873486341526,PASS
82D5879DEABC31DFCBAE80DCA135874D4C1E8B45FF6B26793607CA985A092171,128,128,0,1.0,PASS
458929F34FA34280CA459CAF59C09CEE857653EEE6F65E8E2E402F1F9835E74D,126,130,4,0.8025873486341526,PASS
F0FA0DCC1E6F00850F7C91A1658714A4A19659E8E69130B882FD0765B5BDBC68,134,122,12,0.4532547047537365,PASS
D1995DE3607DE199D7D8FB96F0E3E1406E1DD9AB25C9F25C7031B7C10F199E16,122,134,12,0.4532547047537365,PASS
DB103469ABDD39F06084B311D1905FD408C5EFE31BA5E2BEDC7FE954F28B76C1,124,132,8,0.6170750774519738,PASS
7713BFB517DE4327F9D6297ED37E992D3C715A68CAD2E6B0DB97CA4004E8F2FF,114,142,28,0.08011831372763423,PASS
EF98118B3DD76660B7DF44F36C9D2F5E9C5882702561FA07412C9F93CF40E86B,125,131,6,0.7076604666545525,PASS
1D9ED317940F3EB46D80F687B3982ECB834C77E11E0AD98948421F7716A2FCF9,126,130,4,0.8025873486341526,PASS
DE13C55B4D9B726A620C5A242129C5F978EC565458D9C4BD101813C63816F6CC,136,120,16,0.31731050786291404,PASS
90E1E0A693157AD18E9390DB39FACBCC898C6B3325011BF72A66867B224D0B05,135,121,14,0.38157390570502125,PASS
DED0D6E3936599C3744C8FFB1BBE7882354D9BA8D31299190980768D12AE36D9,128,128,0,1.0,PASS
7FE296A7B73461F04F470E208A26115779E2DAB7365A8B665F19BB6704701CE5,126,130,4,0.8025873486341526,PASS
2BA90ACD05B7E9B724C5E8E4A26E328C110EB940374F7A47CEFDE2A2221A24FF,130,126,4,0.8025873486341526,PASS
7EEF154A7B9E9029304708620F829767A8642739B3AD34F28447A5B38FC55445,133,123,10,0.5319710580974012,PASS
58181DD7B2BDE49CEDF8427CE3C91AF14578E7E21E426FD6A8FADC4ACD693B16,120,136,16,0.31731050786291404,PASS
D136B246A7ABA139DD853B32119C97C59EA0CEEFF94BF3AAD469D00D38F05E41,125,131,6,0.7076604666545525,PASS
948FAA09B775EA53C291975D411991398DBB7ABD066E7F3530D35484A417D116,129,127,2,0.9005235503397743,PASS
4B24A586522EB29012056C7FAB5371B04ED0D09EBF4F29E164F3AA19CA1F4898,135,121,14,0.38157390570502125,PASS
C5CCF000EF61F35FD69B9E774EE58B30E4B1DCFFCF39F34DB0DD388364948F1B,115,141,26,0.10416255883043901,PASS
5733B491CE46897D16855C3AA6A9AC9DA78A7DE336EEA5268ACF602F320B2436,128,128,0,1.0,PASS
263FC3CED2E95491B4F2965A53A2D2B8D696FC7360EC5815D4A886D733FEA273,123,133,10,0.5319710580974012,PASS
B95ECA1A54B5586CCF90E9E6B7503C50C0FDE4CD86CE6D4335E79815D68C1211,130,126,4,0.8025873486341526,PASS
445221DB98A9BF5E78D234136E8B0A0D77A452B6F13E8F8BDE728A2961FC34B1,128,128,0,1.0,PASS
721F2786CAA5E92EB661377B0CD793DB428C8187CCE787B0DCBD56143A7D0FCB,122,134,12,0.4532547047537365,PASS
B5C3592758F349D9A0FE03938EFE6F5004F533F534A008CDA0956D03EC45459A,132,124,8,0.6170750774519738,PASS
A8A48876B3213B25B73481E48695C9B06CA6BEDD36E1189F10D8C5150FA436E7,134,122,12,0.4532547047537365,PASS
34A06C30F5FE15EF0613C8C86458FF3F498B4F59A3D7722E3381F6FAF3C16F16,121,135,14,0.38157390570502125,PASS
5F2BD35D5E1ED419709EF0171B1984E9BE6645F6B41AB741AA8F94DD7BC5A603,122,134,12,0.4532547047537365,PASS
6E328FFE76FD350A148F5617ED624DED4FD65E54D44E69F3965D7CFDBFD15E46,108,148,40,0.0124193306515523,PASS
BB0E1268B67628E36EDA8AF1C3602F5014DE833041C844EC4C93D9A3D00AF061,141,115,26,0.10416255883043901,PASS
423275013671A416B0E88B520E5CB10C5D7232A25D2ADB942ECC3A99DABD386C,138,118,20,0.2112995473337106,PASS
46377BDB9495BD6C89A59F2AC27498772AB4DA631354D2A3579792BA2CC38B11,126,130,4,0.8025873486341526,PASS
AC17873EF403997263A936A88CC7C7D9CEA20752584BE2B663BDC67187868F1F,126,130,4,0.8025873486341526,PASS
1948CF4420019456F1C62EE1721FA95A6066DA5110D13671AA89435C100B068B,149,107,42,0.008664896726025117,FAIL
A15AF6059FFBEEC5C1F77E2BC762D2D14F921FF746E0FF0DBB533831561C93EF,111,145,34,0.03358661289689768,PASS
1C508A5F9DA0E7616BBDF9A62EC691700F70DA5922120B5164D3C0284483EB3,140,116,24,0.13361440253771617,PASS
55A9A11D6BAB3DDEAB9598ABA837740B2819853D444F6B3691812FB737B2A5B7,124,132,8,0.6170750774519738,PASS
BF4120E090E86C71EC71347FFF9406D844C388BCAB0E0557973D768FBF1106CE,129,127,2,0.9005235503397743,PASS
92C1D6E4AB2B80667718A41555DDD403B2ABDE9ABF66B0B44D18C3D6255E854B,130,126,4,0.8025873486341526,PASS
C6F22A271FABB96E2E683B3D7D2A7B3BDAF97A16445C5DFF4030FC68ED4C2999,117,139,22,0.16913144470267139,PASS
F23C8EC28DA5AFBB72033C8A1E3EF199024C5FD1D1FC9DFB5E28946D9C4B58D9,122,134,12,0.4532547047537365,PASS
EF1A03FD4B9DA2C53425E8EAC5D8E17B6AABBB6D56FAAACC75BA4766BA640F2C,117,139,22,0.16913144470267139,PASS
C80D42CA62B6E731C77273A124873D5F1E6E38E123A02859E5A90642F8F2632B,135,121,14,0.38157390570502125,PASS
27DB2654F557385814AE2B3E7B7B767F044BDCC621BDBE9132A71116E16BE5DA,120,136,16,0.31731050786291404,PASS
415CDB3F4766BB9A5954F6EABD8786E674085C0783F605F5977F6782E6F859C3,118,138,20,0.2112995473337106,PASS
BF12DF04E4B60EE99CDC6727E8E20E6971F1D414CAEF468BB350EA8E72DE77E7,118,138,20,0.2112995473337106,PASS
3C31E1B01E79DF6103C1F4DBE57F2F46E2C9CDF4EE2A49525F75E8FF9C1B16A0,118,138,20,0.2112995473337106,PASS
97DE9BDECC843C4B0238B8259B0B117CE59183B87858199DF0D49CB08135A66F,133,123,10,0.5319710580974012,PASS
F8EFCA2823906656C89EDB3E2B6FA0273EF26B700D482F154AFF8B74ABDC16D9,122,134,12,0.4532547047537365,PASS
25C1F8CDDDACED0FBB5C7FDEE1BFD8C1DCB443245B44F4F10508FC13AD6BA7C7,116,140,24,0.13361440253771617,PASS
C18B0E4A947550AA8345DE13EC69584CD5A352C680FFE767AF6D4A157A27AD25,129,127,2,0.9005235503397743,PASS
D456FB8DAEE24780AE82845FAC606BD37BCD1126A16F769DA1FA8B8DF5D9F5A0,121,135,14,0.38157390570502125,PASS
EBDF33BFA94F6F4712FF62652532DE4EC341DD897E23915408A9315F0B181E18,125,131,6,0.7076604666545525,PASS
5C440D68DFDAA5C82F11B116589679774CA0A99253FFE93BC25EB8ABFE888FB1,124,132,8,0.6170750774519738,PASS
CEED24C0E101B18CB75302585613D143CC9BC40F3116EF50221C4A4D175BB2D1,141,115,26,0.10416255883043901,PASS
40DAD6DC1EFB19767DB5A1B875E564AEBB1834283FF294D02C59C44765213E2B,126,130,4,0.8025873486341526,PASS
F3090EEC27CC93F98DBA60312F142391C569E274DF28C932E70457CD9570468,135,121,14,0.38157390570502125,PASS
CB988C051C6AB766A110ECEF58D6261215336701F30201E8D1358933CF482CAF,140,116,24,0.13361440253771617,PASS
9E4963FE2E23416830DDC1F03732B1A4D801EEB9F6517A50CEB4CEC3781D0F5,131,125,6,0.7076604666545525,PASS
2C74DF36368BFCDB5D909A41AE1745EEE67AA082FB83933A061446E5E5F67F89,122,134,12,0.4532547047537365,PASS
73081459C5B2F96CCFC1D4BEFC9F47C0E07C9D8D47E5345A30C6F878D43A6AB2,125,131,6,0.7076604666545525,PASS
EA2612904D66A96B5235EECC9604D3725F45BC630EFECF22CBF86CD74FB1DA74,122,134,12,0.4532547047537365,PASS
AA363DE5B615D3E5DD820235F4375B5DDA3B76C1CA152E65DFE7DB5209B79839,117,139,22,0.16913144470267139,PASS
175723D430D84830CF8FA5D9FBCAC1472A3DD0A10B95A54AADC742DFD864D0FA,129,127,2,0.9005235503397743,PASS
5D6C4D7C412EF1E68A50BB1E3B389C25EE4CE9FD02926EFCBA3B3512EA14DFCA,122,134,12,0.4532547047537365,PASS
16D05C2B39C8FEEB4EE3793A5D4022E2338639EFE1686B779247F382AA99D2C4,126,130,4,0.8025873486341526,PASS
6602CE42EAE99F6B0659543B8ED4804CB6CCED48A05859CA8331DABEB0587CF6,133,123,10,0.5319710580974012,PASS
F13DBDB2E3F166820CDC4741058C1830A69DF2EB1447DCD1032A1C2D6EE99409,136,120,16,0.31731050786291404,PASS
CA85AE507D9B2E8C8636BD6D75E2DC5C05A6FE72609C3CFB44135B874317D7D0,124,132,8,0.6170750774519738,PASS
6B6A65A03B16DC1A3322FC80E09052137BE01AA3238906082BE44D704C3F23B,146,110,36,0.024448945310089426,PASS
1E0C58E39030BD71588E2A25B71E5638ED8A5342D96A7894AE7928C550AB2657,136,120,16,0.31731050786291404,PASS
106ABB6C4F76A1A07646A891B5A3A19FF10A6CC5AD96241DB2D51629B9A0A135,135,121,14,0.38157390570502125,PASS
76A6073A28DC50EEDE9C7C4B87E04B19FD78F72D1A8F52786AC47D6568112F29,125,131,6,0.7076604666545525,PASS
1A01D378BD787501FE443AAF7596B045E36E369F4FEF68A2238BEA464B0512ED,126,130,4,0.8025873486341526,PASS
DF66E5E587F4EF5385831EFF99EF5CCF89E753F169239ECE799BEE7AE8A0EAFE,102,154,52,0.0011540500847815347,FAIL
1E40E7BDCC2F72FC77450651C35656765F42428843F57B0A174D70EFFBFA8880,126,130,4,0.8025873486341526,PASS
9FAB2DFF1E38FBAAE2AB61FD49D5D681224EC07B4AE3AAE857877A329CFB5D3F,112,144,32,0.04550026389635853,PASS
C9B391900B43B3456E5F6F46D7632BC45AF9EB312CEAC09F3F87C2F0892E3132,126,130,4,0.8025873486341526,PASS
FFE3144C28BD6DB545EE368FCEE3ACDB9AA1E21C5DD1B431833383F96A2E9AE4,120,136,16,0.31731050786291404,PASS
B979EE77B757D25897415B64F74634C1D11A62354E570EABAF1FCBCADEFF467A,112,144,32,0.04550026389635853,PASS
9A6649A2F47EEB5851767FAEA32C4ADD8C1F2777585B0BEB39F1F618EBCA733E,114,142,28,0.08011831372763423,PASS
D6639DAEAAE36AFAE5EE5959CB5CD894BC1A4337A3216F26AF722B77F41C96C6,116,140,24,0.13361440253771617,PASS
9A0577B70DF901042834435A6BA184FEEA55EA0EA5EEC040746B3C0D4538AD8B,137,119,18,0.2605890342736178,PASS
489D5AD4A76A2CB5C130B6720A0E802A8A485C9BDD446D2AA0217A0F226AC9B1,144,112,32,0.04550026389635853,PASS
9CEA981DD8D972489463C6871995E7586EB55A8EDB2264A185F5FE712CDB870C,127,129,2,0.9005235503397743,PASS
E898B65F4F8DE646FC8AF8B9C6B10AFA4F9644F3856EFD6B2AB2347A627D5082,121,135,14,0.38157390570502125,PASS
7383C0C5600B4788A2565DECE7AD8155BFD24A1F7A5E7436F3F1B1E57439A3B8,124,132,8,0.6170750774519738,PASS
6B96F534E7FD8B2BEF8210DA2D845D56D307A3D217FA34F65C25F1410785A666,124,132,8,0.6170750774519738,PASS
DEBFA97F891C49CB381664831FE999C4946601E7758287A1A92A7E6C4F9E48D4,128,128,0,1.0,PASS
B85E241AFFD5DD92BEAEE6A95B6B6D6F3DC9F66721C5AEC240AFD3873868F451,115,141,26,0.10416255883043901,PASS
140ECAD6DA7BD222ECF445ED0472572F0CADCB71CBFC2046E95A7F03A7268AE7,125,131,6,0.7076604666545525,PASS
FE50017B2780B79BC9D5CAD72C255556A810C53C234B008CE01C5B77FB21A01D,137,119,18,0.2605890342736178,PASS
7F4EF0113DE4C7AE565B96E69E321A07A346A3B0165289534E2987CFE87F725,127,129,2,0.9005235503397743,PASS
535E162391F3146568ED7DDBA41729A387F8C665F5E7F394B4BA0B43CCDF951C,120,136,16,0.31731050786291404,PASS
62F78044467092B11C61AC766325C21B7C085A52E6A7579F235A267B3B3C3AB5,133,123,10,0.5319710580974012,PASS
DA6EA47C756AA9913001B0E44CE5AC50EDC5ADAA4601EC3A07E6F70A4D689040,139,117,22,0.16913144470267139,PASS
F2F56E7AC3D512AB3656C1962AC95C9FC712C9E73785D968A1BB67EDFB5D7FD4,111,145,34,0.03358661289689768,PASS
3A8324FD56EEF56A6A83970FB5C3B00BA33A26E230BB7161579670903E3F6B56,125,131,6,0.7076604666545525,PASS
C1763123284DEF83FD987A7333394BCB190C2EE40712D9164B3F9625D243562,134,122,12,0.4532547047537365,PASS
FADD46B0424608D5BAE877AA8E49B7671F98AFF512C7A094CBE411FFF10ED88E,123,133,10,0.5319710580974012,PASS
9ED22EC2513C3A636017A27B002AE3663007EC951D6A69884D15AFEB49D91948,138,118,20,0.2112995473337106,PASS
3B336811DED8442E790807D24854D4581DA3021C039CAC542EDB849AD6D8DFE5,139,117,22,0.16913144470267139,PASS
175C3FCEF2A40502F4C4D77A280DCC507D34FD4B4ADB43C2DEB6ED4DA7605D6E,123,133,10,0.5319710580974012,PASS
80EE99E2BC808545C171BCD5E9E73301383FF2B8E5C7C2B8F0037ABD451D31D5,129,127,2,0.9005235503397743,PASS
27D8F39FA688F773DA489D8E29BBFB9C2BE59593A6B46B4BFC90A5ECC1C2D49E,116,140,24,0.13361440253771617,PASS
D49130D4895FAEF4D70732045233FC296587E75E0D69A9EF24253816F69BC72F,126,130,4,0.8025873486341526,PASS
90AABFBDF3C3C09E0FA19215C800203684820D6E8A19EF2AA9AB2379DBF55689,135,121,14,0.38157390570502125,PASS
595344176C212FF2B831E0D49FF770BF98446DDA861F202D4687D8D730BA6873,129,127,2,0.9005235503397743,PASS
F0235B8346CB901E912B4013F76E5680385D7D5214C042100F3D268E2982694E,146,110,36,0.024448945310089426,PASS
76465BE8D0E229BF6CE27E69E4B4090E5DA973C36A84F8B32866D0E60C90A706,132,124,8,0.6170750774519738,PASS
87133BADE7833D96AA97C17942AB924867D63E350F35A0DFA23818AAD66DAFA0,126,130,4,0.8025873486341526,PASS
9B5A1A2A7AF4212FAB7C74E22A7C190AFA3ACB0A9C425C61E31188660EB9F3F2,131,125,6,0.7076604666545525,PASS
2086BDBBAE77CBDBC1DE08BD23FEAE1601CB0CCAD3A733A2C924A3AD659577C3,122,134,12,0.4532547047537365,PASS
76896FBC403B8DC5F62562903DF15CF4B9D815DCCBB5B2E28C960F2C061C17A6,128,128,0,1.0,PASS
1FF59DDE9376BE63A1ED37637C20ADFC0BEB990D35E806120189298B80384DB1,129,127,2,0.9005235503397743,PASS
B06CFD8C83049CD08EE541290FFD74A87AF076F29D3B1DE3C211BAAB2F56AAB6,125,131,6,0.7076604666545525,PASS
CA7009FA2E0BE2048250991AA32BF084BD0CB3ABAC9926641BFB4D62AB05EE99,137,119,18,0.2605890342736178,PASS
43F116FCA37A7E4B3BD3B58E41FEF45A92061F0707205EAAEBA251446217EFBF,122,134,12,0.4532547047537365,PASS
807516C9783318DB2BC4D0E3E421344F8A544E8BCB743245C08DA6A6C18190C3,144,112,32,0.04550026389635853,PASS
931F88C3B2BA78FAEA6693E07632A7D68FDC30D638807AB9883DE9581A734AD5,126,130,4,0.8025873486341526,PASS
AFCEC965F2CD4424F5CCEBA9A7DCB566DB2C3DC0F492460A8742B5BAD46A2681,126,130,4,0.8025873486341526,PASS
97FD09AEEAC6CB0163B5884EE3024EE476CAECF7AF01709DE54F173262DC5A91,125,131,6,0.7076604666545525,PASS
19A7286B6BE105E2BA03E7E1C76CE429CA4609E487A368367CF12462FF9ACABC,129,127,2,0.9005235503397743,PASS
2D300C19309150995CBB63E01A570EE19009DB1CAF875192AC667852BE1F09CD,140,116,24,0.13361440253771617,PASS
19802596E62BBB564F047522F5CF7A7E95A960D66A1D43EE202DF1BD43E324C7,127,129,2,0.9005235503397743,PASS
4B47A2BC739A1D098EB8E703828BB00BD836B36987AAEBD532D821CB62A95686,133,123,10,0.5319710580974012,PASS
98A4DF6F109014E4E1BB2E19E4656874E98CE62061D9723D53E443D71CE9FFA3,128,128,0,1.0,PASS
A292AA432A660721124E324AB854644AAB38B59842615F7496FB73668D8D0A3B,140,116,24,0.13361440253771617,PASS
4272A81065F14B49775F74DC4A4FAE842CEBA08440D00D96932CD80A2A764A5E,141,115,26,0.10416255883043901,PASS
A9DD61516092D9F23D76450E997FC89EF9ABD2704DC38F4C407DC293F02E02B4,129,127,2,0.9005235503397743,PASS
19C7FF62785B41B74B99886736D810DBF7AE82498CDADC13292D7FF29F8D34E5,120,136,16,0.31731050786291404,PASS
4DCF3F3726A6EF54056305E858207861F1BD55EA9F5E726DE181FBF395854CD7,120,136,16,0.31731050786291404,PASS
C9F7222CDD039F80196C665DD1BB2F4E3F0E092BFC1EFB4525CA1F7BC67C9512,122,134,12,0.4532547047537365,PASS
52773A67F5FBB912BE69342C0E4D3C4F4AA8BECF86352C531334A5517F18BC8D,123,133,10,0.5319710580974012,PASS
FB1691AD8BCDBC1BBB01CAC454F20002E3AB2D36FC00E886345771F59DCC86A5,132,124,8,0.6170750774519738,PASS
7BD20EC2BA9FD027C0220D74EE420FA6A445D28116F20408F088A12FFFDA6469,139,117,22,0.16913144470267139,PASS
1144E21F113402B80A2C231E489A951F9006E6CA9E1D2FE839CE3E6C8226860D,146,110,36,0.024448945310089426,PASS
CC9D2DEF558C8767D66D6E4BEB68B9ECD4101903A7C1A56753D661BE25E6FB90,120,136,16,0.31731050786291404,PASS
AE83BFB308307EA97C2F5700AE571466AC9E1A8CBF8845D7304FDDE419BE9E5C,124,132,8,0.6170750774519738,PASS
A5616B5CEB6016CB3EA37C4F65BCA3E48AE673C888D95A726F9E16E4591FB980,124,132,8,0.6170750774519738,PASS
90630CEDD2338CF10DE123C7CB203B4F9DACD3525FA73808A866B296D42089CB,135,121,14,0.38157390570502125,PASS
C7B5CD792AB55369D5FAD24A2C61E8144957904B6A804B7295A9996FACD68473,129,127,2,0.9005235503397743,PASS
BB58780282289384DF790821293DBC6D6320AE769C08407455850483404E1913,152,104,48,0.0026997960632601987,FAIL
D23BF9A14EA77C02DE87DAE28464EF13D7B7B3293613F9D9D3188929E655658D,121,135,14,0.38157390570502125,PASS
5335227CD48F7FC40A4B13ED05DC8A531F2DCE3BA7CD34FECE33AF9888619973,122,134,12,0.4532547047537365,PASS
C9D89F1653CBCCF2898B566D2BB4BB4577478F13D72A6AE604E0935C432A6641,128,128,0,1.0,PASS
C0C3D1B7A10FA9C3E9C90417653B328BD505137D1582D32F7CC28493AA29F1D5,133,123,10,0.5319710580974012,PASS
D8DBE8F93D76AEC42B0F01370134199888429C7D89076E49C9F32368CD37EA17,131,125,6,0.7076604666545525,PASS
F1DEF8638BBFD47ADBDA251A9135BD702E3BA635149ADFA2F00F7EB267BA0670,117,139,22,0.16913144470267139,PASS
B35A75FFD22AFAE51186D6EF782C0D96FD88C3560FE91E05F57FB7F51DB3FB73,107,149,42,0.008664896726025117,FAIL
5A4370A357286C9D86EE0DF667359AA91832916C079150A2ABBC5783FEA6FDAD,127,129,2,0.9005235503397743,PASS
CEFD57E34EFD117F8842B46DB0EED6F7EB077EA912CF7C0D778459F507A53D7,112,144,32,0.04550026389635853,PASS
7539F18D61F49068EA4DA9DF023AD538307642591D4B92C7BFADE22966C30775,128,128,0,1.0,PASS
66B32CD1C4269FBD5A3DB9B74FD90BFE525DD5FB1ABF1DD3CC81E44F5608B024,118,138,20,0.2112995473337106,PASS
C8A36EC678702F9745CA5471F286BFE87068B2D689839C6DA7E59BA1131D9CB5,126,130,4,0.8025873486341526,PASS
4C891B0327321701D55E2624DA36E95ECDAC5F6F6742903314731DAD87D7E035,131,125,6,0.7076604666545525,PASS
5E69918DFCD156A0D2ADB6BCD93B87AA46F99EF76F48B007799FDCBDCC3F734D,111,145,34,0.03358661289689768,PASS
3196624DE1CA88CB81E8F7AF71DF16095A074D073A4427B1F9466E8F8EA262B5,130,126,4,0.8025873486341526,PASS
6EED075AC116DE7FA3B0FFE73356041042376411D884B2B39235D29B76806049,134,122,12,0.4532547047537365,PASS
421F240C0B9FE07A56529C51061140F46804BA5EB47FC70740BF2E5F5D3D5366,135,121,14,0.38157390570502125,PASS
C9D3F2C7C0D7E301222F42C444ED458A22996927A08B900C74AF40BC7D00241F,144,112,32,0.04550026389635853,PASS
8C29D1972349A7418C570620145A33C8E3583D1905F4C2BE61E05FEAA83F17F9,136,120,16,0.31731050786291404,PASS
FEC7E13DD215EE85FDC342865CEA71F2BBC405AD020DBB7DBDF5F8F373147185,116,140,24,0.13361440253771617,PASS
8E48298E9E4A711F4D21C20C188A68164FC63A648B3CDC7566609834695AF8A,143,113,30,0.060792723530522785,PASS
9ECD1B08E6A74A0F48666DBA7F12F0372F915D9F45841B9220AA5F7046239205,134,122,12,0.4532547047537365,PASS
26D73AB39AADDF5DA18664D895042008C7DC7084CF7E3E2C3FC4CAB507F27486,129,127,2,0.9005235503397743,PASS
8A0289BD5FDAF48321A2C490DC281F2805686DAE5660CF89D5B117DAB5572045,138,118,20,0.2112995473337106,PASS
2BD99FE55641EA1B6E0223AA9E65D50E54E5AAF0C12C26D3A6552C6F75792001,132,124,8,0.6170750774519738,PASS
51D50B2EC7B5AB2F084BF6501BBBEFB41274D50E8DC9D4472A8BA589CCEA6114,129,127,2,0.9005235503397743,PASS
B0465C674DE0563E5BFBD5817DEE3EA033A7011BA3EC2A7B2DBB2EA8B20D3538,124,132,8,0.6170750774519738,PASS
2EF8B9390B9A310BC5DDBE1EA013A5744EC0B9C418503EFEAB5BCB67460323D,131,125,6,0.7076604666545525,PASS
9B994EDD9EC452EAA311BE1C5590874585EDFE4A711743366AF8F25EA8481F11,128,128,0,1.0,PASS
4BC11DBDFB5DECE3F85CE4C62288B86FCF40220EF863C86C9C8C0926FF7598EF,123,133,10,0.5319710580974012,PASS
F620D7B562CB5FE0963335BE53FC1333A9FCDAACAE15FE4F9D23D7D3B4C49CCB,112,144,32,0.04550026389635853,PASS
60BE8AFFB5C81EAAB296781E4F74B05AE1511699DF502A11FC91C0D7A7A48AE9,128,128,0,1.0,PASS
40DA162F2CDA6486F6F5C8FBD4E4C4CB637A8A9242DCBC0834D2BD523CF06451,132,124,8,0.6170750774519738,PASS
E8E953BA8B52E60ECC21735FF26568D8D2E10D1F26DAF5CEA796D612B5E5C513,122,134,12,0.4532547047537365,PASS
